Company,System,BaseCopies,EnabledCores,EnabledChips,CoresPerChip,ThreadsPerCore,Base,Peak,CPU
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 5120, 2.20 GHz)",112,56,4,14,2,2050.0,2100,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 5122, 3.60 GHz)",32,16,4,4,2,1030.0,1070,Intel Xeon Gold 5122
Dell Inc.,PowerEdge C6320P (Intel Xeon Phi 7230F 1.30 GHz),256,64,1,64,4,798.0,821,Intel Xeon Phi 7230F 1.30 GHz
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6126, 2.60 GHz)",96,48,4,12,2,2130.0,2190,Intel Xeon Gold 6126
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6128, 3.40 GHz)",48,24,4,6,2,1470.0,1520,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8180M, 2.50 GHz)",112,56,2,28,2,1770.0,Not Run,Intel Xeon Platinum 8180M
Dell Inc.,"PowerEdge R740 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,430.0,Not Run,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6130, 2.10 GHz)",128,64,4,16,2,2390.0,2460,Intel Xeon Gold 6130
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4108, 1.80 GHz)",32,16,2,8,2,625.0,Not Run,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4109T, 2.00 GHz)",32,16,2,8,2,622.0,Not Run,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4110, 2.10 GHz)",32,16,2,8,2,673.0,Not Run,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6132, 2.60 GHz)",112,56,4,14,2,2370.0,2430,Intel Xeon Gold 6132
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4112, 2.60 GHz)",16,8,2,4,2,364.0,Not Run,Intel Xeon Silver 4112
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4114, 2.20 GHz)",40,20,2,10,2,825.0,Not Run,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4116, 2.10 GHz)",48,24,2,12,2,923.0,Not Run,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5115, 2.40 GHz)",40,20,2,10,2,871.0,Not Run,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5118, 2.30 GHz)",48,24,2,12,2,946.0,Not Run,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6134, 3.20 GHz)",64,32,4,8,2,1800.0,1860,Intel Xeon Gold 6134
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6136, 3.00 GHz)",96,48,4,12,2,2350.0,2410,Intel Xeon Gold 6136
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6138, 2.00 GHz)",160,80,4,20,2,2560.0,2640,Intel Xeon Gold 6138
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6140, 2.30 GHz)",144,72,4,18,2,2600.0,2680,Intel Xeon Gold 6140
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6142, 2.60 GHz)",128,64,4,16,2,2550.0,2630,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6148, 2.40 GHz)",160,80,4,20,2,2790.0,2870,Intel Xeon Gold 6148
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6150, 2.70 GHz)",144,72,4,18,2,2760.0,2850,Intel Xeon Gold 6150
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6152, 2.10 GHz)",176,88,4,22,2,2830.0,2920,Intel Xeon Gold 6152
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8156, 3.60 GHz)",32,16,4,4,2,1040.0,1080,Intel Xeon Platinum 8156
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6154, 3.00 GHz)",144,72,4,18,2,2900.0,2990,Intel Xeon Gold 6154
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8158, 3.00 GHz)",96,48,4,12,2,2360.0,2430,Intel Xeon Platinum 8158
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8153, 2.00 GHz)",128,64,4,16,2,2240.0,2290,Intel Xeon Platinum 8153
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8160, 2.10 GHz)",192,96,4,24,2,2950.0,3050,Intel Xeon Platinum 8160
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8164, 2.00 GHz)",208,104,4,26,2,3040.0,3140,Intel Xeon Platinum 8164
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8168, 2.70 GHz)",192,96,4,24,2,3220.0,3330,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8170, 2.10 GHz)",208,104,4,26,2,3090.0,3190,Intel Xeon Platinum 8170
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8176, 2.10 GHz)",224,112,4,28,2,3150.0,3250,Intel Xeon Platinum 8176
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8180, 2.50 GHz)",224,112,4,28,2,3380.0,3490,Intel Xeon Platinum 8180
Dell Inc.,PowerEdge C6320P (Intel Xeon Phi 7210F 1.30 GHz),256,64,1,64,4,681.0,705,Intel Xeon Phi 7210F 1.30 GHz
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4112, 2.60 GHz)",16,8,2,4,2,414.0,Not Run,Intel Xeon Silver 4112
Dell Inc.,"PowerEdge R740 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,466.0,Not Run,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge R740 (Intel Xeon Bronze 3104, 1.70 GHz)",12,12,2,6,1,350.0,Not Run,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5118, 2.30 GHz)",48,24,2,12,2,978.0,Not Run,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8164, 2.00 GHz)",104,52,2,26,2,1590.0,Not Run,Intel Xeon Platinum 8164
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8180M, 2.50 GHz)",112,56,2,28,2,1790.0,1830,Intel Xeon Platinum 8180M
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,525.0,Not Run,Intel Xeon Gold 5122
Dell Inc.,PowerEdge R740 (Intel Xeon Platinum 8176 2.10 GHz),112,56,2,28,2,1660.0,Not Run,Intel Xeon Platinum 8176 2.10 GHz
Dell Inc.,"PowerEdge R940 (Intel Xeon Platinum 8180, 2.50 GHz)",224,112,4,28,2,3410.0,Not Run,Intel Xeon Platinum 8180
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,405.0,411,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4108, 1.80 GHz)",32,16,2,8,2,615.0,629,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8164, 2.00 GHz)",104,52,2,26,2,1540.0,1580,Intel Xeon Platinum 8164
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8168, 2.70 GHz)",96,48,2,24,2,1600.0,1650,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3104, 1.70 GHz)",12,12,2,6,1,342.0,346,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,478.0,499,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8160F, 2.10 GHz)",96,48,2,24,2,1490.0,1540,Intel Xeon Platinum 8160F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6138F, 2.00 GHz)",80,40,2,20,2,1330.0,1360,Intel Xeon Gold 6138F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6130, 2.10 GHz)",64,32,2,16,2,1200.0,1230,Intel Xeon Gold 6130
Dell Inc.,"PowerEdge C6420 (Intel Xeon Bronze 3104, 1.70 GHz)",12,12,2,6,1,342.0,301,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6142, 2.60 GHz)",64,32,2,16,2,1260.0,1290,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6144, 3.50 GHz)",32,16,2,8,2,921.0,943,Intel Xeon Gold 6144
Dell Inc.,"PowerEdge C6320 (Intel Xeon E5-2690 v4, 2.60 GHz)",56,28,2,14,2,917.0,941,Intel Xeon E5-2690 v4
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6150, 2.70 GHz)",72,36,2,18,2,1370.0,1410,Intel Xeon Gold 6150
Dell Inc.,"PowerEdge R830 (Intel Xeon E5-2698 v4, 2.20 GHz)",80,40,2,20,2,961.0,989,Intel Xeon E5-2698 v4
Dell Inc.,"PowerEdge C6320 (Intel Xeon E5-2630 v4, 2.20 GHz)",40,20,2,10,2,657.0,672,Intel Xeon E5-2630 v4
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6134, 3.20 GHz)",32,16,2,8,2,883.0,907,Intel Xeon Gold 6134
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6138, 2.00 GHz)",80,40,2,20,2,1330.0,1360,Intel Xeon Gold 6138
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4114, 2.20 GHz)",40,20,2,10,2,804.0,818,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4108, 1.80 GHz)",32,16,2,8,2,615.0,621,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5118, 2.30 GHz)",48,24,2,12,2,955.0,971,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4114, 2.20 GHz)",40,20,2,10,2,756.0,765,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4109T, 2.00 GHz)",32,16,2,8,2,597.0,618,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5120, 2.20 GHz)",56,28,2,14,2,1040.0,1060,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126, 2.60 GHz)",48,24,2,12,2,1070.0,1100,Intel Xeon Gold 6126
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126F, 2.60 GHz)",48,24,2,12,2,1060.0,1080,Intel Xeon Gold 6126F
Dell Inc.,"PowerEdge C6320 (Intel Xeon E5-2637 v4, 3.50 GHz)",16,8,2,4,2,429.0,436,Intel Xeon E5-2637 v4
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8153, 2.00 GHz)",64,32,2,16,2,1160.0,1180,Intel Xeon Platinum 8153
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8164, 2.00 GHz)",104,52,2,26,2,1590.0,1630,Intel Xeon Platinum 8164
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8176, 2.10 GHz)",112,56,2,28,2,1660.0,1700,Intel Xeon Platinum 8176
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6126, 2.60 GHz)",48,24,2,12,2,1120.0,1140,Intel Xeon Gold 6126
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6128, 3.40 GHz)",24,12,2,6,2,747.0,760,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6130, 2.10 GHz)",64,32,2,16,2,1230.0,1260,Intel Xeon Gold 6130
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6132, 2.60 GHz)",56,28,2,14,2,1210.0,1240,Intel Xeon Gold 6132
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6138, 2.00 GHz)",80,40,2,20,2,1370.0,1410,Intel Xeon Gold 6138
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6140, 2.30 GHz)",72,36,2,18,2,1360.0,1390,Intel Xeon Gold 6140
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6142, 2.60 GHz)",64,32,2,16,2,1320.0,1350,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge R640 (Intel Xeon Bronze 3104, 1.70 GHz)",12,12,2,6,1,350.0,Not Run,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6150, 2.70 GHz)",72,36,2,18,2,1430.0,1470,Intel Xeon Gold 6150
Dell Inc.,"PowerEdge R640 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,465.0,Not Run,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4108, 1.80 GHz)",32,16,2,8,2,623.0,628,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6152, 2.10 GHz)",88,44,2,22,2,1470.0,1510,Intel Xeon Gold 6152
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4109T, 2.00 GHz)",32,16,2,8,2,656.0,662,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8168, 2.70 GHz)",96,48,2,24,2,1660.0,1710,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4110, 2.10 GHz)",32,16,2,8,2,673.0,679,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4112, 2.60 GHz)",16,8,2,4,2,413.0,417,Intel Xeon Silver 4112
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4116, 2.10 GHz)",48,24,2,12,2,920.0,936,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,536.0,544,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5118, 2.30 GHz)",48,24,2,12,2,977.0,994,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5120, 2.20 GHz)",56,28,2,14,2,1070.0,1090,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 5115, 2.40 GHz)",40,20,2,10,2,869.0,Not Run,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6136, 3.00 GHz)",48,24,2,12,2,1200.0,Not Run,Intel Xeon Gold 6136
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6148, 2.40 GHz)",80,40,2,20,2,1450.0,Not Run,Intel Xeon Gold 6148
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6128, 3.40 GHz)",24,12,2,6,2,724.0,741,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6154, 3.00 GHz)",72,36,2,18,2,1430.0,1470,Intel Xeon Gold 6154
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6148F, 2.40 GHz)",80,40,2,20,2,1390.0,1430,Intel Xeon Gold 6148F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8170, 2.10 GHz)",104,52,2,26,2,1550.0,1590,Intel Xeon Platinum 8170
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6146, 3.20 GHz)",48,24,2,12,2,1170.0,1210,Intel Xeon Gold 6146
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5115, 2.40 GHz)",40,20,2,10,2,808.0,821,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6142, 2.60 GHz)",64,32,2,16,2,1270.0,1300,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8160, 2.10 GHz))",96,48,2,24,2,1430.0,1480,Intel Xeon Platinum 8160
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6128, 3.40 GHz)",24,12,2,6,2,733.0,750,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126F, 2.60 GHz)",48,24,2,12,2,1060.0,1080,Intel Xeon Gold 6126F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6126, 2.60 GHz)",48,24,2,12,2,1070.0,1100,Intel Xeon Gold 6126
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,510.0,515,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge R740 (Intel Xeon Silver 4116, 2.10 GHz)",48,24,2,12,2,862.0,876,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4110, 2.10 GHz)",32,16,2,8,2,580.0,596,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5118, 2.30 GHz)",48,24,2,12,2,955.0,971,Intel Xeon Gold 5118
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8156, 3.60 GHz)",16,8,2,4,2,511.0,520,Intel Xeon Platinum 8156
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6154, 3.00 GHz)",72,36,2,18,2,1430.0,1470,Intel Xeon Gold 6154
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 6150, 2.70 GHz)",72,36,2,18,2,1370.0,1410,Intel Xeon Gold 6150
Dell Inc.,PowerEdge C6320P (Intel Xeon Phi 7250 1.40 GHz),272,68,1,68,4,817.0,839,Intel Xeon Phi 7250 1.40 GHz
Dell Inc.,"PowerEdge C6320P (Intel Xeon Phi 7290F, 1.50 GHz)",288,72,1,72,4,871.0,894,Intel Xeon Phi 7290F
Dell Inc.,"PowerEdge C6420 (Intel Xeon Platinum 8168, 2.70 GHz)",96,48,2,24,2,1600.0,1640,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5120, 2.20 GHz)",56,28,2,14,2,1040.0,1060,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge C6420 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,515.0,518,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge C6420 (Intel Xeon Silver 4112, 2.60 GHz)",16,8,2,4,2,408.0,410,Intel Xeon Silver 4112
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6146, 3.20 GHz)",48,24,2,12,2,1240.0,Not Run,Intel Xeon Gold 6146
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6144, 3.50 GHz)",32,16,2,8,2,977.0,Not Run,Intel Xeon Gold 6144
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8170, 2.10 GHz)",104,52,2,26,2,1600.0,1650,Intel Xeon Platinum 8170
Dell Inc.,"PowerEdge R640 (Intel Xeon Platinum 8160, 2.10 GHz)",96,48,2,24,2,1560.0,Not Run,Intel Xeon Platinum 8160
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6154, 3.00 GHz)",72,36,2,18,2,1470.0,Not Run,Intel Xeon Gold 6154
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6144, 3.50 GHz)",32,16,2,8,2,977.0,Not Run,Intel Xeon Gold 6144
Dell Inc.,"PowerEdge R640 (Intel Xeon Gold 6134, 3.20 GHz)",32,16,2,8,2,916.0,933,Intel Xeon Gold 6134
Dell Inc.,"PowerEdge R640 (Intel Xeon Silver 4114, 2.20 GHz)",40,20,2,10,2,824.0,835,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6146, 3.20 GHz)",48,24,2,12,2,1240.0,Not Run,Intel Xeon Gold 6146
Dell Inc.,"PowerEdge R440 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,462.0,413,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,522.0,532,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5120, 2.20 GHz)",56,28,2,14,2,1040.0,1060,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5115, 2.40 GHz)",40,20,2,10,2,842.0,858,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge T440 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,534.0,543,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge T440 (Intel Xeon Silver 4116, 2.10 GHz)",48,24,2,12,2,899.0,915,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge T440 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,464.0,471,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge R540 (Intel Xeon Gold 6138, 2.00 GHz)",80,40,2,20,2,1320.0,Not Run,Intel Xeon Gold 6138
Dell Inc.,"PowerEdge R540 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,524.0,Not Run,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge R540 (Intel Xeon Silver 4116, 2.10 GHz)",48,24,2,12,2,897.0,Not Run,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge R540 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,464.0,Not Run,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 6152, 2.10 GHz)",88,44,2,22,2,1420.0,1450,Intel Xeon Gold 6152
Dell Inc.,"PowerEdge R440 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,530.0,540,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge R440 (Intel Xeon Silver 4116, 2.20 GHz)",48,24,2,12,2,899.0,916,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6140, 2.30 GHz)",72,36,2,18,2,1320.0,1360,Intel Xeon Gold 6140
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4116, 2.10 GHz)",48,24,2,12,2,895.0,912,Intel Xeon Silver 4116
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4114, 2.20 GHz)",40,20,2,10,2,802.0,817,Intel Xeon Silver 4114
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4110, 2.10 GHz)",32,16,2,8,2,655.0,664,Intel Xeon Silver 4110
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4109T, 2.00 GHz)",32,16,2,8,2,646.0,654,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge M640 (Intel Xeon Silver 4108, 1.80 GHz)",32,16,2,8,2,614.0,622,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3106, 1.70 GHz)",16,16,2,8,1,468.0,418,Intel Xeon Bronze 3106
Dell Inc.,"PowerEdge M640 (Intel Xeon Bronze 3104, 1.70 GHz)",12,12,2,6,1,356.0,317,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 5120, 2.20 GHz)",56,28,2,14,2,1040.0,1060,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 5118, 2.30 GHz)",48,24,2,12,2,953.0,969,Intel Xeon Gold 5118
Dell Inc.,"PowerEdgeFC640 (Intel Xeon Silver 4109T, 2.00 GHz)",32,16,2,8,2,648.0,658,Intel Xeon Silver 4109T
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6128, 3.40 GHz)",24,12,2,6,2,735.0,751,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge M640 (Intel Xeon Gold 6148, 2.40 GHz)",80,40,2,20,2,1360.0,1400,Intel Xeon Gold 6148
Dell Inc.,"PowerEdge FC640 (Intel Xeon Silver 4108, 1.80 GHz)",32,16,2,8,2,609.0,617,Intel Xeon Silver 4108
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6136, 3.00 GHz)",48,24,2,12,2,1140.0,1170,Intel Xeon Gold 6136
Dell Inc.,"PowerEdge FC640 (Intel Xeon Gold 6142, 2.60 GHz)",64,32,2,16,2,1270.0,1300,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge FC640 (Intel Xeon Platinum 8176, 2.10 GHz)",112,56,2,28,2,1580.0,1630,Intel Xeon Platinum 8176
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6144, 3.50 GHz)",64,32,4,8,2,1880.0,1910,Intel Xeon Gold 6144
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 6146, 3.20 GHz)",96,48,4,12,2,2380.0,2440,Intel Xeon Gold 6146
Fujitsu,"PRIMEQUEST 3800B, (Intel Xeon Platinum 8180, 2.50GHz)",447,224,8,28,2,7000.0,Not Run,Intel Xeon Platinum 8180
Fujitsu,"PRIMERGY RX2530M4, (Intel Xeon Platinum 8180, 2.50GHz)",112,56,2,28,2,1770.0,1800,Intel Xeon Platinum 8180
Fujitsu,"PRIMERGY RX2540M4, (Intel Xeon Platinum 8180, 2.50GHz)",112,56,2,28,2,1790.0,1820,Intel Xeon Platinum 8180
Fujitsu,Fujitsu (SPARC M12-1),48,6,1,6,8,317.0,365,SPARC M12-1
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6130, 2.10GHz)",64,32,2,16,2,1270.0,Not Run,Intel Xeon Gold 6130
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6132, 2.60GHz)",56,28,2,14,2,1250.0,Not Run,Intel Xeon Gold 6132
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6134, 3.20GHz)",32,16,2,8,2,968.0,Not Run,Intel Xeon Gold 6134
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6136, 3.00GHz)",48,24,2,12,2,1230.0,Not Run,Intel Xeon Gold 6136
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6138, 2.00GHz)",80,40,2,20,2,1390.0,Not Run,Intel Xeon Gold 6138
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6126, 2.60GHz)",48,24,2,12,2,1130.0,Not Run,Intel Xeon Gold 6126
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6128, 3.40GHz)",24,12,2,6,2,780.0,Not Run,Intel Xeon Gold 6128
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Silver 4108, 1.80GHz)",32,16,2,8,2,640.0,Not Run,Intel Xeon Silver 4108
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6144, 3.50GHz)",32,16,2,8,2,996.0,Not Run,Intel Xeon Gold 6144
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6146, 3.20GHz)",48,24,2,12,2,1260.0,Not Run,Intel Xeon Gold 6146
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6148, 2.40GHz)",80,40,2,20,2,1470.0,Not Run,Intel Xeon Gold 6148
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6150, 2.70GHz)",72,36,2,18,2,1430.0,Not Run,Intel Xeon Gold 6150
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6152, 2.10GHz)",88,44,2,22,2,1490.0,1520,Intel Xeon Gold 6152
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Gold 6154, 3.00GHz)",72,36,2,18,2,1520.0,Not Run,Intel Xeon Gold 6154
Fujitsu,"PRIMERGY RX2530 M4, (Intel Xeon Bronze 3104, 1.70GHz)",12,12,2,6,1,364.0,Not Run,Intel Xeon Bronze 3104
